id,title,url
8390,Automate Job Post Expiry Reminders With Google Sheets Http Checks And Gmail,https://n8n.io/workflows/8390-automate-job-post-expiry-reminders-with-google-sheets-http-checks-and-gmail/
8389,Create A Btceth Price And Usd Exchange Rate Api With Coingecko And Exchangerate Api,https://n8n.io/workflows/8389-create-a-btceth-price-and-usd-exchange-rate-api-with-coingecko-and-exchangerate-api/
8388,Automate Pdf Purchase Orders To Sales Orders In Adobe Commerce With Ai,https://n8n.io/workflows/8388-automate-pdf-purchase-orders-to-sales-orders-in-adobe-commerce-with-ai/
8386,Cryptocurrency Dip Alerts For Bitcoin And Ethereum Via Telegram Slack And Sms,https://n8n.io/workflows/8386-cryptocurrency-dip-alerts-for-bitcoin-and-ethereum-via-telegram-slack-and-sms/
8382,Monitor Bitcoin And Ethereum Prices With Coingecko Alerts Via Emailsms,https://n8n.io/workflows/8382-monitor-bitcoin-and-ethereum-prices-with-coingecko-alerts-via-emailsms/
8378,Create Talking Avatar Videos With Elevenlabs And Infinitalk And Auto Post To Tiktok,https://n8n.io/workflows/8378-create-talking-avatar-videos-with-elevenlabs-and-infinitalk-and-auto-post-to-tiktok/
8377,Capture And Organize Ideas Via Telegram With Gpt 4 And Google Sheets,https://n8n.io/workflows/8377-capture-and-organize-ideas-via-telegram-with-gpt-4-and-google-sheets/
8376,Customer Support Ticket System For Smes With Google Sheets And Auto Emails,https://n8n.io/workflows/8376-customer-support-ticket-system-for-smes-with-google-sheets-and-auto-emails/
8375,Generate Ai Images With Text Prompts Using Bananaapi And Nano Banana Engine,https://n8n.io/workflows/8375-generate-ai-images-with-text-prompts-using-bananaapi-and-nano-banana-engine/
8371,Google Maps Reviews To Google Sheets Sync Using Serpapi,https://n8n.io/workflows/8371-google-maps-reviews-to-google-sheets-sync-using-serpapi/
8369,Task Time Analysis Automated Overspend Time Insights For Clickup And More,https://n8n.io/workflows/8369-task-time-analysis-automated-overspend-time-insights-for-clickup-and-more/
8368,Detect Viral Youtube Videos With Ai Analysis And Email Reports,https://n8n.io/workflows/8368-detect-viral-youtube-videos-with-ai-analysis-and-email-reports/
8367,Extract Business Card Data From Slack To Google Sheets With Gpt 4O Ocr,https://n8n.io/workflows/8367-extract-business-card-data-from-slack-to-google-sheets-with-gpt-4o-ocr/
8363,Generate Seo Optimized Blog Content With Google Gemini Rss Feeds And Telegram,https://n8n.io/workflows/8363-generate-seo-optimized-blog-content-with-google-gemini-rss-feeds-and-telegram/
8362,Automate Daily Signup Stats From Postgresql To Slack Teams And Telegram,https://n8n.io/workflows/8362-automate-daily-signup-stats-from-postgresql-to-slack-teams-and-telegram/
8358,Daily Gmail Inbox Digest To Discord With Gpt 41 Mini And Pdf Conversion,https://n8n.io/workflows/8358-daily-gmail-inbox-digest-to-discord-with-gpt-41-mini-and-pdf-conversion/
8356,Generate Seo Optimized Wordpress Blogs With Gemini Tavily And Human Review,https://n8n.io/workflows/8356-generate-seo-optimized-wordpress-blogs-with-gemini-tavily-and-human-review/
8355,Monitor Brand Mentions On X With Gemini Ai Visual Analysis And Telegram Alerts,https://n8n.io/workflows/8355-monitor-brand-mentions-on-x-with-gemini-ai-visual-analysis-and-telegram-alerts/
8354,Daily Google Tasks Briefing In Slack With Ollama Powered Summaries,https://n8n.io/workflows/8354-daily-google-tasks-briefing-in-slack-with-ollama-powered-summaries/
