id,title,url
8389,Create A Btceth Price And Usd Exchange Rate Api With Coingecko And Exchangerate Api,https://n8n.io/workflows/8389-create-a-btceth-price-and-usd-exchange-rate-api-with-coingecko-and-exchangerate-api/
8386,Cryptocurrency Dip Alerts For Bitcoin And Ethereum Via Telegram Slack And Sms,https://n8n.io/workflows/8386-cryptocurrency-dip-alerts-for-bitcoin-and-ethereum-via-telegram-slack-and-sms/
8382,Monitor Bitcoin And Ethereum Prices With Coingecko Alerts Via Emailsms,https://n8n.io/workflows/8382-monitor-bitcoin-and-ethereum-prices-with-coingecko-alerts-via-emailsms/
8340,Automated Forex News Alert System With Forex Factory And Telegram,https://n8n.io/workflows/8340-automated-forex-news-alert-system-with-forex-factory-and-telegram/
8327,Selective Forex Factory Calendar Import And Cleanup For Google Calendar,https://n8n.io/workflows/8327-selective-forex-factory-calendar-import-and-cleanup-for-google-calendar/
8271,Automated Trending Cryptocurrency Updates From Coingecko To Telegram,https://n8n.io/workflows/8271-automated-trending-cryptocurrency-updates-from-coingecko-to-telegram/
8236,Crypto Exchange Listing And Delisting Alerts To Telegram X And Discord,https://n8n.io/workflows/8236-crypto-exchange-listing-and-delisting-alerts-to-telegram-x-and-discord/
8094,Generate Stock Market Insights With Technical Analysis Ai And Telegram Publishing,https://n8n.io/workflows/8094-generate-stock-market-insights-with-technical-analysis-ai-and-telegram-publishing/
8044,Automate Token Purchases With Dollar Cost Averaging On Uniswap V3 And 1Shot Api,https://n8n.io/workflows/8044-automate-token-purchases-with-dollar-cost-averaging-on-uniswap-v3-and-1shot-api/
7997,Crypto Rsi Alert System With Eodhd Telegram And Tradingview Charts,https://n8n.io/workflows/7997-crypto-rsi-alert-system-with-eodhd-telegram-and-tradingview-charts/
7836,Generate Daily Bitcoin On Chain Metrics Pdf Report With Nasdaq Data,https://n8n.io/workflows/7836-generate-daily-bitcoin-on-chain-metrics-pdf-report-with-nasdaq-data/
7729,Daily Crypto Market Report With Coingecko Whatsapp And Email Alerts,https://n8n.io/workflows/7729-daily-crypto-market-report-with-coingecko-whatsapp-and-email-alerts/
7726,Daily Stock Market Report With Twelve Data Api Sent Via Whatsapp And Email,https://n8n.io/workflows/7726-daily-stock-market-report-with-twelve-data-api-sent-via-whatsapp-and-email/
7705,Real Time Cryptocurrency Price Monitor With Coingecko And Multi Channel Alerts,https://n8n.io/workflows/7705-real-time-cryptocurrency-price-monitor-with-coingecko-and-multi-channel-alerts/
7701,Real Time Stock Monitor With Smart Alerts For Indian And Us Markets,https://n8n.io/workflows/7701-real-time-stock-monitor-with-smart-alerts-for-indian-and-us-markets/
7364,Create A Self Hosted Blockchain Payment Processor With X402 And 1Shot Api,https://n8n.io/workflows/7364-create-a-self-hosted-blockchain-payment-processor-with-x402-and-1shot-api/
7261,Ai Powered Stock Analysis With Danelfin Twelvedata And Alpha Vantage,https://n8n.io/workflows/7261-ai-powered-stock-analysis-with-danelfin-twelvedata-and-alpha-vantage/
7240,Automate Stock Trades With Ai Driven Technical Analysis And Alpaca Trading,https://n8n.io/workflows/7240-automate-stock-trades-with-ai-driven-technical-analysis-and-alpaca-trading/
7206,Multi Chain Token Swap Relayer With Lifi,https://n8n.io/workflows/7206-multi-chain-token-swap-relayer-with-lifi/
6929,Blockchain Monitor With Scrapegraphai Risk Detection Instant Alerts And Slack,https://n8n.io/workflows/6929-blockchain-monitor-with-scrapegraphai-risk-detection-instant-alerts-and-slack/
6823,Ai Powered Stock Analysis With Ai Scoring And Gmail Report Delivery,https://n8n.io/workflows/6823-ai-powered-stock-analysis-with-ai-scoring-and-gmail-report-delivery/
6755,Automated Sec Form D Filings Tracker With Google Sheets Integration,https://n8n.io/workflows/6755-automated-sec-form-d-filings-tracker-with-google-sheets-integration/
6692,Stock Market Technical Analysis Alerts With Alpha Vantage And Discord,https://n8n.io/workflows/6692-stock-market-technical-analysis-alerts-with-alpha-vantage-and-discord/
6551,Automate Cryptocurrency Analysis And Reports With Google Gemini And Coingecko Email Alerts,https://n8n.io/workflows/6551-automate-cryptocurrency-analysis-and-reports-with-google-gemini-and-coingecko-email-alerts/
6541,Get Real Time Stock Analysis And Rankings With Danelfins Ai Analytics Api,https://n8n.io/workflows/6541-get-real-time-stock-analysis-and-rankings-with-danelfins-ai-analytics-api/
6520,Monitor Egyptian Gold And Currency Prices With Telegram Notifications,https://n8n.io/workflows/6520-monitor-egyptian-gold-and-currency-prices-with-telegram-notifications/
6489,Extract Market Cap Data From Yahoo Finance With Bright Data And Visualize In Telegram,https://n8n.io/workflows/6489-extract-market-cap-data-from-yahoo-finance-with-bright-data-and-visualize-in-telegram/
6473,Track Crypto Prices New Listings And Transactions With Coingecko And Google Sheets,https://n8n.io/workflows/6473-track-crypto-prices-new-listings-and-transactions-with-coingecko-and-google-sheets/
6434,Automated 247 Crypto News Alerts To X Telegram And Discord Gemini Powered,https://n8n.io/workflows/6434-automated-247-crypto-news-alerts-to-x-telegram-and-discord-gemini-powered/
6317,Track Multi Broker Investment Portfolio With Google Sheets And Telegram Alerts,https://n8n.io/workflows/6317-track-multi-broker-investment-portfolio-with-google-sheets-and-telegram-alerts/
6313,Track Real Time Stock Prices With Yahoo Finance Scrapegraphai And Google Sheets,https://n8n.io/workflows/6313-track-real-time-stock-prices-with-yahoo-finance-scrapegraphai-and-google-sheets/
6303,Get Blockchain Insights From Chat Using Gpt 4 And Nansen Mcp,https://n8n.io/workflows/6303-get-blockchain-insights-from-chat-using-gpt-4-and-nansen-mcp/
6265,Automated Gold Price Threshold Alerts Via Line With Web Scraping,https://n8n.io/workflows/6265-automated-gold-price-threshold-alerts-via-line-with-web-scraping/
6185,Scheduled Currency Exchange Rate Updates To Telegram With Exchange Rate Api,https://n8n.io/workflows/6185-scheduled-currency-exchange-rate-updates-to-telegram-with-exchange-rate-api/
6178,Automated Gold Price Tracker With Multiple Currency Conversion For Telegram,https://n8n.io/workflows/6178-automated-gold-price-tracker-with-multiple-currency-conversion-for-telegram/
6160,Real Time Crypto Market Analysis With Gpt 4O Mini And Coinmarketcap Apis Via Telegram,https://n8n.io/workflows/6160-real-time-crypto-market-analysis-with-gpt-4o-mini-and-coinmarketcap-apis-via-telegram/
6123,Real Time Currency Conversion Via Webhook And Google Search Parsing,https://n8n.io/workflows/6123-real-time-currency-conversion-via-webhook-and-google-search-parsing/
6120,Deliver Daily Currency Exchange Rates From Currencyfreaks Api To Email And Whatsapp,https://n8n.io/workflows/6120-deliver-daily-currency-exchange-rates-from-currencyfreaks-api-to-email-and-whatsapp/
