id,title,url
8388,Automate Pdf Purchase Orders To Sales Orders In Adobe Commerce With Ai,https://n8n.io/workflows/8388-automate-pdf-purchase-orders-to-sales-orders-in-adobe-commerce-with-ai/
8331,Convert Markdown To Formatted Notion Pages With Mark2Notion,https://n8n.io/workflows/8331-convert-markdown-to-formatted-notion-pages-with-mark2notion/
8185,Analyze Images And Extract Text With Gpt 4O Vision And Telegram,https://n8n.io/workflows/8185-analyze-images-and-extract-text-with-gpt-4o-vision-and-telegram/
8174,Automate Document Approvals With Multi Level Workflows Using Supabase And Gmail,https://n8n.io/workflows/8174-automate-document-approvals-with-multi-level-workflows-using-supabase-and-gmail/
8132,Remove Duplicate Entries And Update Google Sheets Based On Profile Urls,https://n8n.io/workflows/8132-remove-duplicate-entries-and-update-google-sheets-based-on-profile-urls/
8113,Automated Monthly Energy Reports With Postgresql Pdfco And Email Delivery,https://n8n.io/workflows/8113-automated-monthly-energy-reports-with-postgresql-pdfco-and-email-delivery/
8104,Generate Ai Powered Sales Proposals From Jotform Leads With Openai And Google Docs,https://n8n.io/workflows/8104-generate-ai-powered-sales-proposals-from-jotform-leads-with-openai-and-google-docs/
8090,Generate Student Course Schedules Based On Prerequisites With Gpt And Google Sheets,https://n8n.io/workflows/8090-generate-student-course-schedules-based-on-prerequisites-with-gpt-and-google-sheets/
8073,Generate Prds And Test Scenarios With Gptclaude And Pdf Export,https://n8n.io/workflows/8073-generate-prds-and-test-scenarios-with-gptclaude-and-pdf-export/
8069,Aggregate Marketing Spend Data With Custom Pivots And Vlookups In Google Sheets,https://n8n.io/workflows/8069-aggregate-marketing-spend-data-with-custom-pivots-and-vlookups-in-google-sheets/
8054,Clean And Standardize Csv Uploads For Google Sheets And Drive Import,https://n8n.io/workflows/8054-clean-and-standardize-csv-uploads-for-google-sheets-and-drive-import/
8034,Automate Hs Code Lookup And Enrichment With Google Sheets And Customs Api Beta,https://n8n.io/workflows/8034-automate-hs-code-lookup-and-enrichment-with-google-sheets-and-customs-api-beta/
